WKT,id,id_poligon,se_inunda_,con_que_fr,provinicia,departamen,localidad
"MULTIPOLYGON (((-58.8603403608193 -34.4939764403988,-58.860534430268 -34.4937514323423,-58.863180019 -34.495044559,-58.864778616 -34.492674752,-58.8648406977363 -34.4927170984327,-58.8650191220936 -34.4924688864204,-58.8644207412934 -34.4921834074488,-58.8644404294983 -34.4921369995371,-58.8637274352194 -34.4918093315549,-58.8638638463536 -34.4915646352935,-58.8633083577142 -34.4912847815232,-58.8634968019615 -34.4909922710498,-58.8627134926649 -34.4905781155959,-58.8633104671647 -34.4896956621244,-58.860143423 -34.490552479,-58.8558373870891 -34.4917826118482,-58.8603403608193 -34.4939764403988)))","220","21837","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Pilar,Presidente Derqui
"MULTIPOLYGON (((-58.8280154023445 -34.5169127030115,-58.8281289458083 -34.5167960694511,-58.8270919024944 -34.5149984533467,-58.8262947520665 -34.5139808393061,-58.8262283344667 -34.5140383472279,-58.8264723006306 -34.5145324950873,-58.826768910949 -34.5148735024486,-58.8269731315046 -34.5150891041145,-58.8271750410021 -34.5154101213297,-58.8272166736198 -34.5155059649399,-58.8272456728694 -34.5154923182342,-58.8280154023445 -34.5169127030115)))","221","19279","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Pilar,Presidente Derqui
"MULTIPOLYGON (((-60.1999550238312 -33.3729651889039,-60.1985668481776 -33.3741446723787,-60.1994407466763 -33.3749533545715,-60.2008866853436 -33.3738968504164,-60.1999550238312 -33.3729651889039)))","222","19889","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOLYGON (((-60.2562574809572 -33.3089726083077,-60.2553965518286 -33.308164691897,-60.2553039100674 -33.3081515425034,-60.2544085099572 -33.3073283841966,-60.2533712905383 -33.308092125701,-60.253749458367 -33.308442873598,-60.2536734958461 -33.3085226927864,-60.2541713733073 -33.309042665897,-60.2541909606582 -33.3091131704189,-60.2546789364786 -33.3096018307606,-60.2550611019573 -33.309957531282,-60.2562574809572 -33.3089726083077)))","223","19954","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOLYGON (((-58.7660958075848 -34.4166590666422,-58.7677234134263 -34.4174770429113,-58.7686874568863 -34.4162709452492,-58.7670487221159 -34.4154070621488,-58.766084678656 -34.4149034781192,-58.7668428369326 -34.4139491724719,-58.7673387698234 -34.4133050857158,-58.766609824985 -34.4129350488322,-58.7672191338385 -34.4121476771174,-58.7656499548734 -34.4113018785263,-58.7644160348893 -34.4128752308397,-58.7635744096465 -34.4124259003382,-58.7629720563735 -34.4132028386822,-58.7621165199697 -34.4127486392743,-58.761036318315 -34.4141314086815,-58.7660958075848 -34.4166590666422)))","224","23007","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Escobar,Maquinista Savio
"MULTIPOLYGON (((-60.2688167307838 -33.3053650508496,-60.2717842167748 -33.3031271755764,-60.2683100776329 -33.2998186512768,-60.2651852764043 -33.3022025241445,-60.2688167307838 -33.3053650508496)))","225","21307","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOLYGON (((-59.0455045421332 -34.114369837781,-59.0447863375646 -34.1139919186104,-59.0441896981249 -34.1147548992948,-59.0436268887907 -34.1155067481203,-59.0444044061833 -34.1159096148627,-59.0455045421332 -34.114369837781)))","226","20990","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Zárate,Zárate
"MULTIPOLYGON (((-59.0019813078177 -34.1072019224084,-59.001497972486 -34.1068000779451,-59.0012278125419 -34.1066914234539,-59.001017589722 -34.1065313942848,-59.0012697390031 -34.1059515099895,-59.0008847241757 -34.1058735622023,-59.0003857402352 -34.1060176475058,-58.9998346104555 -34.1062400038255,-58.9995374485507 -34.1063024632187,-58.9992782830851 -34.106481401414,-58.9985722731569 -34.1067557894296,-58.9980083327271 -34.1069736889255,-58.9976634728203 -34.1073492555363,-58.9974733274607 -34.1074021064981,-58.9972796390199 -34.1074212981881,-58.9970704495987 -34.1074150977959,-58.9969721290945 -34.1073294733328,-58.9956704896261 -34.1077035636598,-58.9953274012599 -34.1077206885524,-58.9948207406434 -34.1076952964702,-58.994224321969 -34.1077761968251,-58.993558222697 -34.1080076781324,-58.993407051231 -34.1080572812696,-58.9926299354136 -34.1083596242016,-58.9925212809224 -34.1084139514472,-58.9924864406236 -34.1085214249113,-58.9925894852361 -34.1086953311486,-58.9937770079631 -34.1094759900471,-59.0013247611417 -34.1075422762481,-59.0014935436344 -34.1075030843133,-59.0019813078177 -34.1072019224084)))","227","21333","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Zárate,Zárate
"MULTIPOLYGON (((-59.033791141999 -34.0824547739442,-59.0335462182437 -34.0823061055892,-59.0335463870989 -34.0822347419526,-59.0334421931447 -34.0821737100086,-59.0333834063769 -34.0822117589515,-59.033147234932 -34.0820643474504,-59.033340769223 -34.0819063288264,-59.0334347622776 -34.0817574423456,-59.0332312368148 -34.0815408156677,-59.0331767999556 -34.081547220845,-59.0328068962888 -34.0812730707057,-59.0326691197224 -34.0812274948845,-59.0324362904886 -34.0810053814737,-59.0324294180363 -34.0809486547256,-59.032334311924 -34.0808613465376,-59.0322116763476 -34.0809241191925,-59.0320818355113 -34.0808061039667,-59.0322438795791 -34.0807043165681,-59.0317774547932 -34.0805137163406,-59.0316002889429 -34.0806438618704,-59.0311980972733 -34.0804713140873,-59.0310175728287 -34.0806535178291,-59.0310070772215 -34.0807351736534,-59.0304655038877 -34.0811478609302,-59.0300295163628 -34.0808560830489,-59.0298565487554 -34.0810567590593,-59.0303855273605 -34.0814942159693,-59.030791917273 -34.0828049074019,-59.0311381426233 -34.0829572232038,-59.0315531175126 -34.0832354436116,-59.0315995499378 -34.0833389431106,-59.0327165468951 -34.083979175932,-59.0332134908271 -34.0833217484136,-59.0331520392776 -34.083246877932,-59.033791141999 -34.0824547739442)))","228","14829","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Zárate,Zárate
"MULTIPOLYGON (((-59.0143398279999 -34.1405865749999,-59.0150073920509 -34.1396972978776,-59.0124146200204 -34.1383648729592,-59.012327613949 -34.1396865059592,-59.0122815839592 -34.1405291870305,-59.0129662579999 -34.140737197,-59.0140200430407 -34.1410538120204,-59.0143398279999 -34.1405865749999)))","229","20988","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Zárate,Zárate
"MULTIPOLYGON (((-59.0098503521656 -34.1350853771539,-59.0084441833372 -34.1344145621715,-59.0086894469944 -34.1339927750026,-59.0075325582181 -34.133320025599,-59.0068602206628 -34.1345437758284,-59.0053411956814 -34.1337680419095,-59.0049438889663 -34.1333730769499,-59.0043452401171 -34.1330646759074,-59.0040009405405 -34.1336198793715,-59.0044545674709 -34.13375531475,-59.004381954527 -34.1339405185507,-59.0090854783637 -34.1364754445803,-59.0098503521656 -34.1350853771539)))","230","14822","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Zárate,Zárate
"MULTIPOLYGON (((-58.3892431789999 -35.000276339,-58.386912705 -34.999099695,-58.3867681897609 -34.9990349627888,-58.3862321781725 -34.9997757154769,-58.385388034 -35.000924213,-58.383963534 -35.0029324512882,-58.3860440274084 -35.0039608868028,-58.387731303 -35.0019204399999,-58.388642325 -35.0009917419999,-58.3892431789999 -35.000276339)))","231","23197","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,San Vicente,Alejandro Korn
"MULTIPOLYGON (((-59.0409526342235 -34.1119223667491,-59.0405055976377 -34.1115641898257,-59.0403826562313 -34.1113043518126,-59.0391880684817 -34.1106403866607,-59.0378056142172 -34.1125615141083,-59.0397361928935 -34.1135561652975,-59.0398927897488 -34.1133805538435,-59.0409526342235 -34.1119223667491)))","232","14821","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Zárate,Zárate
"MULTIPOLYGON (((-58.8975193336506 -34.471442308643,-58.89742252629 -34.4714408528932,-58.8972667610632 -34.4713586030304,-58.897106628587 -34.4716242773659,-58.8972936924342 -34.4717283634755,-58.8973146188373 -34.471713896962,-58.8973198049459 -34.4717182642114,-58.8975193336506 -34.471442308643)))","233","19734","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Pilar,Pilar
"MULTIPOLYGON (((-58.8879790529609 -34.4804383320579,-58.8882591339097 -34.4806008928881,-58.8885566407448 -34.4802055063043,-58.8889588699857 -34.4796679114533,-58.8886095969614 -34.4794911923933,-58.8879790529609 -34.4804383320579)))","279","19739","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Pilar,Villa Astolfi
"MULTIPOLYGON (((-58.0300839756441 -34.8654946439405,-58.032798443966 -34.8642297491948,-58.0324142279575 -34.8636034583983,-58.0336755511439 -34.8630654413728,-58.0332516413558 -34.8623996773983,-58.0345083985337 -34.8618207657456,-58.0335401091694 -34.8603492664577,-58.0295455502798 -34.8620755838391,-58.0304943384832 -34.8635791272373,-58.0292359181019 -34.8641526474662,-58.0300839756441 -34.8654946439405)))","234","20636","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,La Plata,City Bell
"MULTIPOLYGON (((-57.6002389103802 -38.0205324469394,-57.5964795981985 -38.0207362391718,-57.5963348740266 -38.0208693289999,-57.5948102591841 -38.0206665653115,-57.5933769449492 -38.0204759439999,-57.5908759585084 -38.0196591958958,-57.589932010569 -38.0192613223704,-57.5895134091513 -38.0195390322529,-57.5929439950387 -38.0208171610218,-57.5930732896608 -38.0208111946028,-57.5938605899942 -38.0210338651207,-57.5941652542231 -38.0210954273121,-57.5964156830913 -38.0213176364306,-57.6003852176054 -38.0207051566344,-57.6002389103802 -38.0205324469394)))","235","20902","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOLYGON (((-59.2088717574311 -34.0446121599641,-59.2052215750959 -34.0453969265504,-59.2055246261696 -34.0463490496998,-59.2045272715167 -34.046581991943,-59.2051243273633 -34.0485823551868,-59.2097854338025 -34.0475341150924,-59.2088717574311 -34.0446121599641)))","236","23658","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Zárate,Lima
"MULTIPOLYGON (((-58.9563330924975 -34.4564825245915,-58.956656917427 -34.4570017250389,-58.9573278630152 -34.4567151054341,-58.9573648434153 -34.4563728369136,-58.9563330924975 -34.4564825245915)))","237","15888","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Pilar,Pilar
"MULTIPOLYGON (((-59.1158125892892 -34.3288794418222,-59.1134800249337 -34.3307367591777,-59.1143425099451 -34.3316473011378,-59.1172411837334 -34.3339907935331,-59.114769720223 -34.3359791815104,-59.1167615520452 -34.3376282304442,-59.1216145366446 -34.333692393378,-59.1196459774277 -34.3319862563853,-59.1195247365501 -34.3320732167001,-59.1158125892892 -34.3288794418222)))","238","22206","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Exaltación de la Cruz,Arroyo De La Cruz
"MULTIPOLYGON (((-58.044021601551 -34.9746157139138,-58.041720689892 -34.972460787705,-58.040019863898 -34.9709548107597,-58.0389008493563 -34.9718570586539,-58.0386107577937 -34.9721417875691,-58.0387996615042 -34.9727404346151,-58.0388275258385 -34.9733593278292,-58.0389746599462 -34.9735694926835,-58.0386196839526 -34.9743324334053,-58.0384951580521 -34.9751044000861,-58.0406978921723 -34.9771613054648,-58.044021601551 -34.9746157139138)))","239","20668","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,La Plata,José Melchor Romero
"MULTIPOLYGON (((-58.2497055350058 -35.1678576181329,-58.2499613276154 -35.1673836986968,-58.2456893857213 -35.1657603510789,-58.2454504625369 -35.1661589627182,-58.2497055350058 -35.1678576181329)))","240","19911","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Brandsen,Brandsen
"MULTIPOLYGON (((-59.2004733138753 -34.0401761346952,-59.1998267348859 -34.0380829031349,-59.1991624972265 -34.0384605269985,-59.196908979278 -34.0398949543364,-59.1974102138308 -34.0404831238793,-59.1979834414222 -34.0407276285392,-59.2004733138753 -34.0401761346952)))","241","23661","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Zárate,Lima
"MULTIPOLYGON (((-57.9385165988968 -34.8389918395546,-57.9399369710917 -34.8383286353235,-57.9412623130847 -34.837755570201,-57.9421578030509 -34.8373513988557,-57.942821222489 -34.8381311866221,-57.9437984811155 -34.8374935836874,-57.9435823438816 -34.8373135346439,-57.9431520146311 -34.8376603417062,-57.9427069672145 -34.8370424896145,-57.94332583238 -34.8366925132618,-57.9429517814035 -34.8359338622967,-57.9424318631476 -34.8361472993538,-57.9422919630345 -34.8357073560877,-57.9411721128987 -34.8359401098308,-57.9409624203433 -34.8355226481026,-57.9399876845636 -34.8351642859051,-57.9393970669275 -34.8352291219483,-57.9384222387745 -34.8333842633817,-57.9377621083477 -34.8333725103551,-57.936060392659 -34.833607478863,-57.9359612452056 -34.8338733361416,-57.9361205048129 -34.8342728964181,-57.9368893436875 -34.8347839840996,-57.9380349644333 -34.8347567613041,-57.938320084627 -34.8346349457985,-57.9392672177634 -34.8359691434461,-57.938547644262 -34.8361705820309,-57.938161252503 -34.8362323148504,-57.9380756812723 -34.8361173054591,-57.9370987494281 -34.8364059082813,-57.9368324974741 -34.8365239929309,-57.9385000739168 -34.8384360577297,-57.9372177321833 -34.8394120764148,-57.937489072802 -34.8396519441484,-57.9385165988968 -34.8389918395546)))","242","15148","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Ensenada,Punta Lara
"MULTIPOLYGON (((-57.337535456819 -35.3761493306355,-57.3360664284112 -35.3782806323733,-57.3387778313956 -35.379522235621,-57.34027061772 -35.377377210319,-57.337535456819 -35.3761493306355)))","243","19613","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Punta Indio,Verónica
"MULTIPOLYGON (((-57.9932261218667 -34.8059338157724,-57.9929829469704 -34.8051621244016,-57.9933282795925 -34.8050710105828,-57.9930830596849 -34.8043274768264,-57.9941021846218 -34.803875282318,-57.9938136575287 -34.8035636955548,-57.9936466155275 -34.8033814679171,-57.9932326663258 -34.8029028391526,-57.9924857579835 -34.8020096987555,-57.9918584609696 -34.8022776485627,-57.9914563152099 -34.8028161222951,-57.9925926574635 -34.8062864507143,-57.9932261218667 -34.8059338157724)))","244","16405","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Ensenada,Punta Lara
"MULTIPOLYGON (((-58.9937632980311 -34.4607797908507,-58.9896292522974 -34.4585204472287,-58.9888417936772 -34.4594271259329,-58.9894705069738 -34.4596919392773,-58.9899960338652 -34.4591049124622,-58.9914403662194 -34.4599659754667,-58.9908482635492 -34.4607819218294,-58.9929005321799 -34.4619313987322,-58.9937632980311 -34.4607797908507)))","245","20254","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Pilar,Manzanares
"MULTIPOLYGON (((-58.8690396345363 -34.4087142359304,-58.8682302396171 -34.4083145424301,-58.8654219851492 -34.4120573911885,-58.8661298081196 -34.41245948533,-58.8690396345363 -34.4087142359304)))","246","20530","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Pilar,Villa Rosa
"MULTIPOLYGON (((-56.6897626518944 -36.6816398790703,-56.6904671123783 -36.68166618,-56.6905601393446 -36.680564890316,-56.6905286213265 -36.6798841424824,-56.6899708462411 -36.6798540274824,-56.6898887701356 -36.6808801457137,-56.6897626518944 -36.6816398790703)))","247","23294","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,La Costa,San Bernardo
"MULTIPOLYGON (((-59.0513700710017 -34.0968802309313,-59.0530238925069 -34.0946896307713,-59.0539144882962 -34.0951238676308,-59.0541101760926 -34.0949043801714,-59.0550149343333 -34.0953838435529,-59.0558884636666 -34.0940883341971,-59.0532043501481 -34.0927603310328,-59.0503929317539 -34.09635923412,-59.0513700710017 -34.0968802309313)))","248","22590","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Zárate,Zárate
"MULTIPOLYGON (((-58.2421352729235 -37.8447857076753,-58.2402320865528 -37.8432838522032,-58.2382990159232 -37.8447792409177,-58.2401808423978 -37.8462867792983,-58.2421352729235 -37.8447857076753)))","249","14749","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Balcarce,Balcarce
"MULTIPOLYGON (((-59.4532369641843 -34.6471793451185,-59.4529510325258 -34.6454310426975,-59.4525542575185 -34.6438862140908,-59.4507456612481 -34.6442218034838,-59.4509506013354 -34.646166172562,-59.4498221499797 -34.6463442142628,-59.449613251656 -34.6444433055265,-59.4469715631764 -34.6449544327083,-59.4471469150271 -34.6458838620349,-59.4497125676221 -34.6454266693069,-59.4498183073531 -34.6463416525117,-59.4469683592642 -34.6467912398282,-59.4469948748896 -34.6474495100581,-59.4473387123974 -34.6477586822065,-59.4474876976585 -34.6487836722364,-59.4501065043508 -34.6485012086816,-59.4499643271653 -34.6475187771381,-59.45178317044 -34.6473228031796,-59.4532369641843 -34.6471793451185)))","250","14814","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Mercedes,Mercedes
"MULTIPOLYGON (((-58.2600614399182 -37.8322844134984,-58.2591911510815 -37.8315753486767,-58.2586320807413 -37.8320181131355,-58.2594951505922 -37.8327528454621,-58.2600614399182 -37.8322844134984)))","251","11503","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Balcarce,Balcarce
"MULTIPOLYGON (((-59.7907738966858 -34.1756429529076,-59.7906760522433 -34.1754756640011,-59.7897684752067 -34.1758239402606,-59.7893112055831 -34.1760128498296,-59.7894826169679 -34.1764687391242,-59.7900268746716 -34.1762688612349,-59.7907738966858 -34.1756429529076)))","252","21079","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Capitán Sarmiento,Capitán Sarmiento
"MULTIPOLYGON (((-60.0024365432275 -34.9262167322848,-60.0024959023977 -34.9260833022291,-60.0018445029983 -34.9255216959721,-60.0014117910556 -34.9251132103436,-60.0012923945712 -34.9250746322585,-60.0006122309999 -34.9255882856579,-60.0005799249149 -34.9256756556285,-60.0010778281537 -34.9261588163517,-60.0017220286285 -34.9267444935123,-60.0024365432275 -34.9262167322848)))","253","16020","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Chivilcoy,Chivilcoy
"MULTIPOLYGON (((-57.8912333672738 -34.8913458608266,-57.8885367497623 -34.8881086586396,-57.8864437215851 -34.8892634825255,-57.8859475287424 -34.8895170635747,-57.8854013873999 -34.8898062293345,-57.8866609476224 -34.8914459736163,-57.8869086898701 -34.8916972695287,-57.8879176283948 -34.8910976390191,-57.8890784809588 -34.8924814899275,-57.8905362824749 -34.8917276523366,-57.8912333672738 -34.8913458608266)))","254","16170","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Berisso,Berisso
"MULTIPOLYGON (((-58.9148896078783 -34.6033835303617,-58.9137096772925 -34.6048358349345,-58.9138348640995 -34.6049922370549,-58.9139022964638 -34.6051759696329,-58.9139207767421 -34.6053703104636,-58.9138195505179 -34.6056503499261,-58.9149450464941 -34.6062629322534,-58.9157508406113 -34.6052404231441,-58.9165222919271 -34.605666557108,-58.9173077658416 -34.6046542567323,-58.9148896078783 -34.6033835303617)))","280","23682","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,General Rodríguez,General Rodríguez
